1,1399,3,0.75
2,1485,3,0.9
3,2222,3,0.9
4,6496,1,0.9
5,6379,3,0.9
6,8015,3,0.8
7,3735,1,0.75
8,1963,3,0.9
9,10011,3,0.75
10,2006,3,0.9
11,975,2,0.8
12,2755,3,1
13,7929,2,0.75
14,7898,3,1
15,4789,3,1
16,8236,1,1
17,5029,3,1
18,3740,2,1
19,666,2,0.8
20,418,2,1
21,889,3,0.75
22,6753,2,0.75
23,8031,2,0.8
24,2862,3,1
25,9140,2,1
26,1629,1,1
27,6353,3,1
28,9174,1,0.9
29,9410,3,0.75
30,6196,2,0.9
31,9937,1,0.8
32,9322,3,0.8
33,5024,3,0.75
34,4964,1,1
35,9722,3,1
36,7470,2,0.8
37,5300,2,0.8
38,3743,3,1
39,8070,3,0.9
40,1834,3,0.9
41,1334,1,0.8
42,1221,2,0.9
43,4650,2,1
44,9996,1,1
45,10090,1,0.9
46,6328,1,0.9
47,8538,1,1
48,326,3,0.8
49,337,2,0.9
50,8734,1,1
51,1604,1,0.75
52,6108,3,0.8
53,4905,1,1
54,2461,1,0.8
55,9645,1,0.8
56,7432,1,1
57,3108,2,1
58,2068,2,0.9
59,6280,3,0.8
60,1233,2,0.9
61,3278,2,0.8
62,2836,1,0.9
63,548,2,0.75
64,2047,3,1
65,3039,3,0.75
66,1316,2,0.9
67,4089,3,0.75
68,3117,2,1
69,5444,3,1
70,9772,3,1
71,8199,1,1
72,6596,2,1
73,9293,3,1
74,5929,1,1
75,7096,3,1
76,1412,3,1
77,1424,1,1
78,5372,1,1
79,2081,2,1
80,8724,2,1
81,8478,2,1
82,1055,2,1
83,8773,1,1
84,7048,1,1
85,6934,1,1
86,4146,1,1
87,9690,1,1
88,9269,3,1
89,8016,3,1
90,1982,2,1
91,7966,2,1
92,5280,2,1
93,8604,1,1
94,1322,1,1
95,7599,3,1
96,3155,3,1
97,9348,3,1
98,8585,2,1
99,2544,2,1
100,1712,1,1
101,7675,2,1
102,3020,2,1
103,10057,2,1
104,373,3,1
105,1973,1,1
106,6483,2,1
107,8257,3,1
108,7665,2,1
109,5442,2,1
110,4794,1,1
111,5552,2,1
112,6572,2,1
113,9222,2,1
114,8135,3,1
115,3863,3,1
116,8042,3,1
117,6681,1,1
118,5677,3,1
119,3595,1,1
120,1927,3,1
121,10058,2,1
122,7772,2,1
123,4911,1,1
124,2357,3,1
125,2415,1,1
126,6625,3,1
127,1645,1,1
128,1690,2,1
129,9033,2,1
130,3756,3,1
131,7957,3,1
132,4940,1,1
133,9839,3,1
134,5855,1,1
135,465,3,1
136,7055,3,1
137,287,1,1
138,9584,3,1
139,7524,1,1
140,3486,3,1
141,4710,1,1
142,9452,1,1
143,373,1,1
144,6621,3,1
145,8900,3,1
146,143,2,1
147,7056,1,1
148,6011,3,1
149,3842,2,1
150,5983,1,1
151,3783,3,1
152,4939,2,1
153,849,1,1
154,6735,1,1
155,8183,1,1
156,6135,1,1
157,4675,1,1
158,6813,3,1
159,2375,2,1
160,6288,1,1
161,688,1,1
162,3127,2,1
163,4357,1,1
164,6559,1,1
165,8519,2,1
166,8853,1,1
167,9810,2,1
168,9322,2,1
169,8734,3,1
170,4855,2,1
171,9704,2,1
172,2596,3,1
173,426,3,1
174,7904,2,1
175,5688,3,1
176,9306,2,1
177,8298,2,1
178,8048,1,1
179,7717,2,1
180,9892,2,1
181,9528,1,1
182,9596,2,1
183,2110,2,1
184,3296,3,1
185,1572,1,1
186,4074,1,1
187,3999,1,1
188,5344,2,1
189,5970,1,1
190,8838,1,1
191,2827,1,1
192,7553,1,1
193,9041,2,1
194,2350,3,1
195,2732,1,1
196,9835,2,1
197,9852,2,1
198,4371,1,1
199,541,2,1
200,9485,3,1
201,3491,2,1
202,9190,2,1
203,2752,3,1
204,1185,1,1
205,8059,2,1
206,6553,3,1
207,7506,3,1
208,5510,2,1
209,5668,1,1
210,3180,2,1
211,8223,2,1
212,6717,1,1
213,9800,1,1
214,2143,3,1
215,5029,1,1
216,6533,1,1
217,3186,1,1
218,2378,1,1
219,3928,1,1
220,5641,2,1
221,3215,1,1
222,2530,1,1
223,2282,2,1
224,9445,1,1
225,9647,3,1
226,3078,1,1
227,3907,3,1
228,2632,2,1
229,4526,1,1
230,9259,1,1
231,2171,1,1
232,4079,2,1
233,8630,1,1
234,5887,2,1
235,1920,3,1
236,6975,3,1
237,5636,3,1
238,6893,1,1
239,2598,2,1
240,8325,1,1
241,4794,1,1
242,10005,1,1
243,4878,1,1
244,4667,3,1
245,887,3,1
246,8091,3,1
247,7681,1,1
248,5156,2,1
249,2407,1,1
250,7003,2,1
251,8286,3,1
252,5109,1,1
253,7714,2,1
254,3357,1,1
255,8811,3,1
256,4442,3,1
257,2096,1,1
258,2272,3,1
259,3758,3,1
260,1903,3,1
261,6723,3,1
262,8070,3,1
263,3691,2,1
264,2838,1,1
265,956,3,1
266,2096,3,1
267,2777,1,1
268,1621,1,1
269,5985,2,1
270,4019,3,1
271,2062,2,1
272,8080,2,1
273,5698,1,1
274,4578,3,1
275,3169,3,1
276,5942,1,1
277,3267,2,1
278,4538,1,1
279,4600,3,1
280,4145,1,1
281,8227,1,1
282,6484,2,1
283,1555,1,1
284,2489,1,1
285,7895,1,1
286,9153,2,1
287,9412,1,1
288,3782,3,1
289,1121,1,1
290,7375,2,1
291,269,1,1
292,3224,2,1
293,8753,1,1
294,906,1,1
295,1446,3,1
296,8208,1,1
297,2112,1,1
298,6795,1,1
299,5078,3,1
300,6902,3,1
301,2682,1,1
302,5048,1,1
303,441,2,1
304,753,3,1
305,8207,3,1
306,1837,2,1
307,4675,1,1
308,10097,3,1
309,1621,3,1
310,7863,1,1
311,73,1,1
312,2447,2,1
313,9072,2,1
314,6732,3,1
315,4376,1,1
316,1771,2,1
317,5557,1,1
318,3046,2,1
319,538,2,1
320,9191,3,1
321,2265,1,1
322,8313,3,1
323,6511,2,1
324,3846,2,1
325,5463,1,1
326,7893,3,1
327,6404,3,1
328,713,1,1
329,1431,3,1
330,203,2,1
331,5953,3,1
332,3458,1,1
333,3540,1,1
334,2233,1,1
335,9044,1,1
336,8478,2,1
337,8697,3,1
338,5236,2,1
339,5691,3,1
340,5946,1,1
341,920,1,1
342,350,3,1
343,2195,2,1
344,7009,2,1
345,7372,1,1
346,8261,2,1
347,8072,1,1
348,4996,3,1
349,6335,2,1
350,6054,2,1
351,4422,2,1
352,3570,2,1
353,7251,2,1
354,5516,1,1
355,3032,1,1
356,7591,1,1
357,9285,3,1
358,6748,2,1
359,6902,1,1
360,1906,2,1
361,5327,3,1
362,9634,1,1
363,3194,3,1
364,1677,2,1
365,674,3,1
366,6096,1,1
367,8744,1,1
368,7592,3,1
369,9409,1,1
370,8108,1,1
371,8199,1,1
372,5869,1,1
373,6677,3,1
374,1650,3,1
375,4792,1,1
376,6891,2,1
377,6513,1,1
378,8890,3,1
379,4289,1,1
380,7535,2,1
381,3476,2,1
382,10023,3,1
383,8542,1,1
384,2220,2,1
385,3588,2,1
386,6860,3,1
387,2979,1,1
388,8124,3,1
389,9770,2,1
390,8763,3,1
391,26,2,1
392,6207,2,1
393,355,1,1
394,686,2,1
395,4430,2,1
396,7803,2,1
397,7915,1,1
398,7376,3,1
399,1401,3,1
400,553,2,1
401,6722,2,1
402,8559,2,1
403,4140,2,1
404,8242,1,1
405,5973,1,1
406,6094,1,1
407,9627,3,1
408,6382,3,1
409,2905,3,1
410,9925,3,1
411,8,2,1
412,1771,1,1
413,6292,3,1
414,629,3,1
415,1818,3,1
416,5964,3,1
417,9699,3,1
418,1973,2,1
419,4289,2,1
420,2847,2,1
421,6519,3,1
422,3012,3,1
423,6487,3,1
424,6109,3,1
425,2271,1,1
426,8436,1,1
427,3868,3,1
428,8629,2,1
429,4061,2,1
430,6811,3,1
431,6646,3,1
432,5349,3,1
433,6506,3,1
434,5543,3,1
435,6313,2,1
436,8242,1,1
437,4084,3,1
438,287,1,1
439,7899,3,1
440,1832,1,1
441,837,3,1
442,1451,2,1
443,370,2,1
444,9300,1,1
445,3450,2,1
446,8229,3,1
447,2656,3,1
448,8690,3,1
449,9992,1,1
450,6298,3,1
451,4126,2,1
452,7070,3,1
453,4822,2,1
454,1007,3,1
455,8897,3,1
456,5468,1,1
457,2688,3,1
458,9305,2,1
459,1337,3,1
460,5025,3,1
461,6503,2,1
462,1902,1,1
463,10065,1,1
464,4713,3,1
465,1784,3,1
466,364,1,1
467,92,1,1
468,1351,3,1
469,3125,3,1
470,8550,1,1
471,6295,3,1
472,7392,3,1
473,6420,2,1
474,9708,1,1
475,9444,1,1
476,6877,3,1
477,3396,2,1
478,6545,3,1
479,8203,2,1
480,5646,1,1
481,3683,2,1
482,6013,3,1
483,9188,3,1
484,8215,3,1
485,6037,1,1
486,1627,3,1
487,8823,3,1
488,3127,3,1
489,9845,2,1
490,2330,3,1
491,3118,1,1
492,3472,2,1
493,193,3,1
494,9650,2,1
495,4260,3,1
496,1164,3,1
497,6212,1,1
498,3684,3,1
499,8342,3,1
500,7218,1,1
501,179,2,1
502,9976,3,1
503,2218,1,1
504,295,1,1
505,9755,1,1
506,244,1,1
507,659,2,1
508,1646,2,1
509,1339,1,1
510,8447,3,1
511,5850,3,1
512,1968,2,1
513,304,3,1
514,6828,3,1
515,5711,1,1
516,8889,1,1
517,2762,1,1
518,4292,2,1
519,9233,1,1
520,1032,1,1
521,1043,3,1
522,1096,2,1
523,6191,1,1
524,9899,1,1
525,4943,1,1
526,1465,1,1
527,5347,2,1
528,7391,1,1
529,3210,1,1
530,9544,1,1
531,8581,2,1
532,3000,2,1
533,1969,2,1
534,8939,1,1
535,3442,3,1
536,10053,3,1
537,2935,3,1
538,2904,2,1
539,8165,2,1
540,4250,1,1
541,3330,1,1
542,6034,1,1
543,4950,3,1
544,9289,1,1
545,9627,2,1
546,1712,1,1
547,3721,3,1
548,4176,1,1
549,5468,3,1
550,5158,1,1
551,4613,2,1
552,2607,1,1
553,7609,3,1
554,2654,1,1
555,4946,2,1
556,7851,3,1
557,6034,3,1
558,7331,3,1
559,8981,3,1
560,2915,3,1
561,5255,3,1
562,4908,3,1
563,3747,1,1
564,8789,1,1
565,6529,3,1
566,1541,2,1
567,5195,1,1
568,7859,1,1
569,363,2,1
570,9654,2,1
571,4072,1,1
572,3992,1,1
573,5063,3,1
574,8512,3,1
575,1920,1,1
576,8887,2,1
577,8580,2,1
578,542,2,1
579,721,2,1
580,5262,2,1
581,7204,1,1
582,4692,3,1
583,5592,1,1
584,7440,1,1
585,6550,3,1
586,4349,3,1
587,7636,3,1
588,9801,1,1
589,3111,1,1
590,3130,3,1
591,637,1,1
592,61,2,1
593,7049,1,1
594,7251,3,1
595,9786,2,1
596,3424,1,1
597,1567,3,1
598,8311,2,1
599,9516,3,1
600,4624,2,1
601,1872,2,1
602,7342,2,1
603,1738,1,1
604,3038,3,1
605,9694,3,1
606,1046,2,1
607,5373,3,1
608,3467,2,1
609,1847,2,1
610,429,3,1
611,5551,3,1
612,1112,2,1
613,5642,3,1
614,2688,1,1
615,4670,1,1
616,4490,3,1
617,7032,2,1
618,7892,3,1
619,6295,2,1
620,7577,1,1
